id_plant;generation_2013_gwh;generation_2014_gwh;generation_2015_gwh;generation_2016_gwh;generation_2017_gwh;generation_2018_gwh;generation_2019_gwh
USA0059140;NULL;3.21;6.17;6.95;6.21;5.83;6.32
USA0059142;0.00;11.88;13.12;13.06;11.57;11.63;9.33
USA0059143;24.33;23.53;22.06;23.79;22.01;21.53;20.39
USA0059144;3.53;3.32;3.29;3.56;3.34;3.44;3.13
USA0059145;NULL;NULL;NULL;NULL;NULL;NULL;8.18
USA0059146;NULL;0.26;5.02;5.21;5.16;4.64;4.80
USA0059147;NULL;NULL;10.81;91.22;104.03;108.78;97.51
USA0059148;NULL;NULL;NULL;8.51;9.73;7.25;7.92
USA0059149;NULL;NULL;NULL;4.44;9.66;9.46;9.49
USA0059150;NULL;NULL;NULL;211.66;264.83;259.07;247.18
USA0059151;0.05;10.97;14.59;16.88;20.71;19.67;21.52
USA0059152;NULL;NULL;0.01;8.52;9.06;8.36;8.43
USA0059153;NULL;NULL;0.00;33.55;34.50;34.77;34.37
USA0059154;NULL;NULL;0.00;5.46;5.64;7.84;8.02
USA0059155;NULL;NULL;0.58;37.58;38.60;37.95;33.55
USA0059156;NULL;0.00;9.24;10.02;10.04;8.69;9.38
USA0059157;NULL;0.00;9.75;9.54;10.27;9.10;8.88
USA0059158;NULL;0.00;9.18;8.92;10.13;9.70;9.67
USA0059162;NULL;NULL;NULL;2.17;9.74;9.27;9.18
USA0059163;NULL;NULL;0.07;8.04;9.80;9.20;9.28
USA0059164;NULL;NULL;NULL;51.62;82.07;79.38;79.64
USA0059166;1.94;1.91;1.93;1.96;1.85;1.73;1.85
USA0059167;NULL;0.13;3.56;3.58;3.21;3.53;3.36
USA0059168;NULL;NULL;75.27;79.76;78.23;77.07;73.96
USA0059169;NULL;0.11;3.65;3.58;3.39;3.60;3.35
USA0059170;NULL;0.65;9.42;9.38;9.83;8.95;9.58
USA0059171;NULL;0.22;9.52;10.02;9.74;9.34;9.56
USA0059172;NULL;NULL;0.45;6.37;6.24;6.11;5.87
USA0059173;NULL;NULL;0.26;6.37;8.51;7.54;7.33
USA0059174;NULL;0.15;8.09;10.07;9.42;8.93;7.71
USA0059175;NULL;NULL;NULL;6.06;9.48;8.76;9.58
USA0059176;NULL;0.32;9.25;10.17;9.89;9.02;8.03
USA0059177;NULL;NULL;NULL;7.87;6.18;9.18;8.68
USA0059178;0.26;4.56;4.56;4.91;4.37;3.97;3.64
USA0059179;0.03;6.01;6.06;6.41;5.94;5.57;4.67
USA0059180;NULL;NULL;0.26;2.36;2.50;2.35;2.31
USA0059181;0.74;3.89;3.80;4.06;5.50;6.06;4.15
USA0059182;NULL;0.89;3.20;3.20;3.16;3.20;3.01
USA0059183;NULL;0.16;53.89;53.66;52.47;52.38;46.84
USA0059184;NULL;1.11;27.36;27.33;25.60;25.48;23.04
USA0059185;NULL;1.37;8.36;8.53;7.90;7.67;8.03
USA0059186;NULL;6.30;12.09;12.51;11.56;11.28;10.96
USA0059187;NULL;NULL;177.11;327.11;313.37;290.80;283.64
USA0059188;NULL;3.89;27.29;27.80;27.51;25.64;25.92
USA0059189;NULL;3.09;3.82;3.92;3.87;3.67;3.76
USA0059190;NULL;1.32;3.76;3.96;3.93;3.69;3.79
USA0059191;NULL;5.22;9.11;9.35;9.22;8.83;8.94
USA0059192;NULL;3.12;9.08;9.45;9.51;8.61;8.59
USA0059193;NULL;NULL;NULL;NULL;160.21;599.13;417.74
USA0059194;0.00;0.00;0.00;0.00;0.01;0.00;0.00
USA0059195;0.00;0.00;0.00;0.00;0.00;0.00;0.00
USA0059197;NULL;NULL;NULL;NULL;91.15;164.27;132.90
USA0059198;NULL;0.00;3.70;3.79;4.38;4.45;3.59
USA0059199;NULL;0.00;3.30;3.33;3.37;3.30;3.28
USA0059200;NULL;NULL;102.11;622.26;641.86;609.52;612.37
USA0059201;NULL;NULL;234.07;802.87;832.95;756.65;772.93
USA0059203;NULL;3.16;8.82;8.80;8.12;7.98;7.96
USA0059204;NULL;0.00;10.80;12.02;11.69;10.56;10.81
USA0059205;NULL;NULL;11.19;216.41;229.11;196.77;198.21
USA0059206;NULL;NULL;NULL;NULL;262.22;263.67;253.14
USA0059207;NULL;NULL;NULL;70.11;284.21;284.21;252.05
USA0059213;NULL;NULL;NULL;NULL;0.77;9.45;9.89
USA0059217;NULL;NULL;NULL;0.12;9.53;9.17;9.47
USA0059219;NULL;2.33;6.15;5.94;5.85;5.80;5.78
USA0059220;NULL;NULL;NULL;NULL;245.84;3785.27;3351.02
USA0059221;0.37;26.72;32.88;16.19;35.25;35.15;34.13
USA0059222;NULL;NULL;NULL;63.86;137.27;148.75;144.07
USA0059223;NULL;NULL;NULL;NULL;1.08;6.86;9.03
USA0059224;NULL;NULL;NULL;NULL;1.10;6.96;9.94
USA0059225;NULL;NULL;NULL;NULL;7.32;9.19;10.28
USA0059226;NULL;NULL;NULL;NULL;1.14;6.84;8.85
USA0059227;NULL;NULL;NULL;NULL;1.18;6.80;9.26
USA0059228;NULL;NULL;NULL;0.00;2.48;6.57;10.59
USA0059230;NULL;NULL;NULL;NULL;7.88;8.69;10.93
USA0059231;NULL;NULL;NULL;NULL;6.43;5.18;10.68
USA0059232;NULL;NULL;NULL;0.25;6.90;8.89;9.93
USA0059233;33.30;34.04;34.37;36.82;36.50;35.41;41.40
USA0059234;NULL;NULL;69.41;405.66;411.64;398.72;410.71
USA0059235;NULL;NULL;46.89;59.20;54.59;57.86;54.25
USA0059236;NULL;NULL;183.85;321.25;334.84;354.11;265.53
USA0059237;NULL;4.55;53.18;44.97;50.59;51.33;46.12
USA0059238;NULL;51.83;213.57;242.01;231.48;227.33;231.73
USA0059239;0.55;1.24;1.46;1.50;1.60;1.55;1.53
USA0059240;NULL;18.23;15.33;14.17;13.93;12.53;8.68
USA0059241;0.06;4.91;4.97;5.30;4.58;3.29;1.86
USA0059242;NULL;2.24;3.49;3.52;3.36;3.27;2.10
USA0059244;NULL;NULL;NULL;NULL;NULL;79.71;360.41
USA0059245;NULL;NULL;NULL;NULL;98.65;601.15;639.94
USA0059247;NULL;NULL;NULL;NULL;NULL;NULL;909.00
USA0059248;2.33;2.29;2.40;2.42;2.21;1.88;1.80
USA0059249;NULL;NULL;NULL;0.70;53.79;52.32;49.06
USA0059250;NULL;NULL;NULL;0.11;53.60;51.99;49.59
USA0059251;NULL;NULL;NULL;3.05;68.99;67.81;64.32
USA0059253;NULL;NULL;NULL;0.00;40.42;41.05;39.21
USA0059254;47.39;206.69;211.01;204.60;202.98;211.03;207.79
USA0059255;4.25;19.63;20.39;9.45;0.00;0.00;0.00
USA0059256;NULL;NULL;NULL;-1.41;-1.39;-1.17;-0.74
USA0059257;NULL;NULL;NULL;-2.61;-3.36;-4.40;-3.03
USA0059260;5.66;6.40;5.80;4.68;5.04;4.61;3.33
USA0059261;0.00;7.41;6.26;6.87;7.88;6.99;6.64
USA0059262;NULL;0.00;12.38;12.93;12.84;13.01;12.67
USA0059265;NULL;0.00;2.65;3.63;3.36;2.73;3.82
USA0059267;NULL;0.00;2.29;3.59;3.36;2.73;3.81
USA0059268;NULL;0.00;2.96;3.80;3.72;4.10;3.83
USA0059269;NULL;0.38;3.87;3.81;3.70;3.79;3.69
USA0059270;NULL;0.37;3.85;3.67;3.69;3.82;3.69
USA0059271;NULL;0.37;3.85;3.79;3.69;3.82;3.68
USA0059272;NULL;0.36;3.75;3.79;3.76;3.77;3.63
USA0059273;NULL;NULL;11.06;27.37;26.41;27.02;25.98
USA0059274;NULL;NULL;0.61;9.50;8.79;8.82;9.09
USA0059275;NULL;NULL;0.27;2.08;2.19;2.27;2.23
USA0059276;NULL;NULL;NULL;11.38;17.17;16.93;17.43
USA0059277;0.79;1.97;2.03;1.96;1.86;1.86;2.01
USA0059278;0.04;1.76;1.84;1.86;1.76;1.63;1.80
USA0059279;6.14;7.77;7.33;7.55;7.81;7.54;7.22
USA0059280;NULL;7.86;6.56;7.26;7.64;6.39;6.59
USA0059281;12.97;51.28;71.51;76.39;76.63;75.23;72.07
USA0059283;NULL;0.77;2.38;2.19;1.94;2.01;1.97
USA0059284;NULL;49.44;797.66;834.67;788.79;826.77;816.92
USA0059292;NULL;NULL;NULL;NULL;NULL;NULL;1027.00
USA0059295;2.59;2.39;3.07;2.66;2.93;2.23;2.73
USA0059296;NULL;NULL;NULL;NULL;NULL;100.04;314.08
USA0059297;2.04;1.99;2.14;2.12;1.92;1.84;1.94
USA0059299;NULL;NULL;NULL;NULL;16.80;28.52;28.26
USA0059300;NULL;1.65;6.06;6.04;5.79;5.56;5.75
USA0059301;NULL;NULL;NULL;0.71;2.83;2.67;2.81
USA0059302;NULL;NULL;NULL;3.45;9.51;7.48;10.36
USA0059305;NULL;NULL;NULL;1.06;3.33;3.10;3.28
USA0059306;NULL;NULL;NULL;0.88;2.67;2.59;2.57
USA0059308;NULL;NULL;NULL;NULL;3.89;100.04;97.63
USA0059309;NULL;NULL;NULL;NULL;4.90;127.92;122.83
USA0059310;NULL;4.36;17.56;11.24;12.95;15.63;21.50
USA0059311;NULL;58.84;751.15;873.15;751.00;812.96;798.68
USA0059312;NULL;27.22;373.18;434.27;357.64;395.59;398.98
USA0059313;NULL;NULL;NULL;NULL;2.62;2.98;3.32
USA0059314;NULL;NULL;NULL;2.87;8.42;8.17;9.01
USA0059315;NULL;NULL;NULL;NULL;101.65;143.04;137.92
USA0059316;NULL;NULL;NULL;3.01;132.00;143.04;138.20
USA0059317;NULL;NULL;NULL;9.14;115.79;125.34;122.92
USA0059318;NULL;NULL;7.93;8.11;7.62;7.25;7.94
USA0059319;NULL;0.40;13.57;12.46;12.81;11.93;13.36
USA0059320;NULL;NULL;390.47;634.74;658.04;699.74;645.41
USA0059321;NULL;NULL;NULL;253.64;737.54;728.56;655.04
USA0059322;NULL;NULL;50.12;49.81;49.69;50.44;51.04
USA0059323;NULL;0.85;2.37;2.18;2.15;2.24;2.12
USA0059324;NULL;0.01;0.71;0.62;0.61;0.90;0.71
USA0059325;NULL;NULL;NULL;NULL;NULL;1286.33;2976.81
USA0059326;NULL;NULL;NULL;NULL;NULL;2255.81;3329.50
USA0059327;1.71;1.69;1.74;1.75;1.63;1.36;1.66
USA0059328;NULL;1.51;3.53;4.14;3.88;4.11;4.30
USA0059329;NULL;0.34;2.93;4.29;3.15;4.13;4.31
USA0059330;NULL;0.21;2.44;3.89;2.98;3.87;3.97
USA0059331;NULL;0.07;2.46;3.94;3.43;3.51;3.67
USA0059332;NULL;NULL;552.92;727.86;690.55;759.13;691.00
USA0059333;NULL;NULL;1.66;3.57;0.99;2.71;3.22
USA0059334;NULL;NULL;23.72;56.52;55.40;56.03;52.44
USA0059335;14.06;11.83;0.00;12.36;8.08;7.21;6.92
USA0059337;NULL;NULL;0.00;9.87;9.71;8.92;9.19
USA0059338;2091.59;1602.45;2184.13;1680.98;2.68;1493.16;1746.77
USA0059339;NULL;NULL;25.92;280.96;280.05;283.80;258.80
USA0059357;NULL;0.84;7.94;11.17;14.92;9.32;10.75
USA0059358;NULL;2.37;4.99;5.02;4.64;4.42;3.82
USA0059359;NULL;0.63;4.01;4.00;3.79;3.82;3.39
USA0059360;NULL;0.44;2.67;2.66;2.64;2.58;2.57
USA0059361;NULL;0.95;1.61;1.74;1.53;1.52;1.59
USA0059362;NULL;0.97;1.62;1.72;1.55;1.54;1.61
USA0059363;NULL;0.90;1.56;1.73;1.58;1.54;1.58
USA0059364;1.40;1.42;1.53;1.47;1.33;1.10;1.34
USA0059365;NULL;5.73;1.74;1.67;5.26;0.71;0.87
USA0059366;NULL;9.07;9.50;10.34;9.25;8.58;9.31
USA0059367;1.14;0.80;1.19;1.18;1.13;1.00;0.91
USA0059368;NULL;0.69;2.57;2.81;2.47;2.49;2.42
USA0059369;1.22;0.60;1.28;1.27;1.08;0.63;1.08
USA0059370;2.24;2.03;2.16;2.27;1.93;1.78;2.06
USA0059371;2.41;2.35;2.43;2.49;2.28;2.21;2.35
USA0059373;1.33;1.61;2.19;4.60;4.00;6.56;2.97
USA0059374;NULL;NULL;0.00;8.22;11.23;12.52;11.01
USA0059375;3.41;3.55;3.28;3.69;3.65;3.46;3.43
USA0059376;3.49;3.55;1.82;3.70;3.75;3.57;3.52
USA0059377;2.36;2.43;2.27;2.49;2.42;2.23;2.38
USA0059379;NULL;NULL;0.00;0.00;0.00;0.00;0.00
USA0059380;NULL;NULL;44.52;46.55;45.67;49.87;49.52
USA0059381;28.00;26.46;29.25;30.12;31.02;28.43;28.50
USA0059382;NULL;NULL;1.71;4.13;1.57;0.00;0.00
USA0059383;NULL;0.00;0.00;0.00;4.73;5.01;5.00
USA0059384;NULL;NULL;24.14;818.30;664.12;825.73;789.99
USA0059386;NULL;NULL;NULL;140.27;224.27;225.34;220.05
USA0059387;NULL;NULL;NULL;85.34;206.82;204.55;205.15
USA0059388;NULL;NULL;NULL;94.44;209.26;208.00;203.68
USA0059389;NULL;NULL;NULL;97.50;207.95;206.54;204.44
USA0059390;NULL;9.59;7.34;7.35;6.93;6.74;6.79
USA0059391;NULL;NULL;NULL;6.59;230.40;371.23;434.52
USA0059392;NULL;5.31;7.31;8.13;6.54;6.15;5.99
USA0059393;NULL;3.85;3.79;3.74;2.87;2.52;3.29
USA0059394;NULL;2.23;2.18;2.33;2.13;2.07;2.18
USA0059395;NULL;0.00;0.00;0.00;0.00;2.12;17.05
USA0059396;NULL;1.85;6.91;6.91;6.55;6.94;6.75
USA0059404;NULL;1.61;48.39;48.62;47.94;49.19;47.99
USA0059405;NULL;NULL;2.29;2.49;2.05;2.40;2.41
USA0059406;NULL;NULL;0.51;3.72;3.57;3.20;2.96
USA0059407;NULL;0.72;27.22;28.21;27.50;26.33;26.99
USA0059408;NULL;NULL;35.34;51.66;52.36;52.04;51.84
USA0059409;NULL;0.15;2.98;2.86;2.77;2.90;2.56
USA0059410;NULL;0.15;4.25;4.46;4.29;4.21;4.00
USA0059411;NULL;0.09;4.11;4.48;4.29;3.94;3.96
USA0059412;NULL;NULL;27.08;45.91;48.28;48.25;47.96
USA0059413;NULL;NULL;34.50;50.86;50.26;50.28;48.95
USA0059414;NULL;NULL;32.21;56.98;55.71;55.41;53.23
USA0059415;NULL;0.64;1.74;0.67;0.90;0.96;0.99
USA0059416;NULL;1.19;3.39;3.39;3.29;3.33;3.19
USA0059417;NULL;NULL;48.68;77.41;57.56;54.66;52.35
USA0059421;NULL;0.22;2.67;4.09;4.02;3.97;3.83
USA0059422;NULL;0.22;4.01;4.05;4.00;4.07;3.91
USA0059423;NULL;0.23;4.13;3.95;3.60;4.12;3.92
USA0059424;NULL;0.00;14.04;14.65;13.75;13.31;12.69
USA0059425;NULL;3.55;49.21;46.40;45.90;45.37;45.76
USA0059426;NULL;NULL;1.25;9.19;8.37;8.54;8.40
USA0059427;NULL;NULL;4.04;8.86;9.17;8.88;8.39
USA0059428;NULL;1.15;1.91;4.09;4.65;3.31;1.01
USA0059429;NULL;NULL;0.57;7.78;8.51;8.61;8.56
USA0059430;NULL;NULL;9.63;9.28;9.80;9.29;9.99
USA0059431;NULL;NULL;2.99;44.72;44.03;45.04;42.64
USA0059432;NULL;0.01;3.40;3.47;2.19;3.21;3.85
USA0059433;NULL;0.05;3.74;3.02;1.25;2.18;3.85
USA0059434;NULL;0.07;4.09;3.24;2.81;3.97;4.59
USA0059435;NULL;0.00;72.01;76.45;73.62;69.67;69.98
USA0059436;NULL;25.06;25.23;25.83;28.98;30.94;36.76
USA0059437;NULL;13.55;13.75;11.46;11.53;11.54;11.61
USA0059438;NULL;26.77;29.26;26.54;26.11;23.93;24.10
USA0059439;NULL;6.92;7.56;7.00;6.35;6.77;8.17
USA0059440;NULL;NULL;10.23;17.20;18.56;18.85;18.28
USA0059441;NULL;NULL;14.03;57.18;60.62;60.04;60.02
USA0059442;NULL;NULL;256.69;709.43;655.74;683.27;677.20
USA0059443;NULL;3.61;62.49;62.03;59.14;38.88;57.80
USA0059444;NULL;NULL;14.82;8.92;17.27;29.69;31.01
USA0059445;NULL;2.88;2.94;3.06;2.77;2.64;2.81
USA0059446;NULL;6.53;7.15;7.38;6.66;6.31;6.71
USA0059448;NULL;46.07;45.99;43.76;46.06;47.75;46.58
USA0059449;NULL;NULL;0.07;46.47;43.93;40.87;43.05
USA0059450;NULL;NULL;0.18;198.82;185.46;175.16;184.91
USA0059451;NULL;NULL;4.28;4.14;3.87;4.12;2.97
USA0059452;NULL;18.47;24.63;7.61;0.07;37.07;40.19
USA0059453;NULL;29.87;31.47;32.28;31.44;32.05;27.59
USA0059454;NULL;25.14;23.22;23.55;26.41;24.92;24.68
USA0059455;NULL;14.10;12.58;13.06;12.99;13.39;13.30
USA0059456;NULL;28.79;29.70;39.85;35.73;37.96;34.42
USA0059457;NULL;36.61;35.20;35.22;33.96;35.63;34.46
USA0059458;NULL;30.87;36.02;35.34;33.72;34.71;35.04
USA0059459;NULL;0.37;0.37;0.62;0.53;0.09;0.00
USA0059460;NULL;NULL;62.50;1055.23;1031.88;1012.99;984.60
USA0059461;NULL;NULL;NULL;107.80;152.91;152.96;161.79
USA0059462;NULL;0.00;2.86;2.90;2.97;3.00;3.00
USA0059463;NULL;1.08;2.84;2.87;2.86;2.81;2.92
USA0059464;NULL;1.15;3.88;4.17;4.04;4.46;4.08
USA0059465;NULL;0.59;2.31;2.28;2.04;2.33;2.26
USA0059466;NULL;2.43;2.74;2.81;2.73;2.75;3.20
USA0059467;NULL;NULL;2.79;9.60;5.33;5.84;5.37
USA0059468;NULL;2.92;3.06;3.26;2.92;2.86;2.99
USA0059469;NULL;NULL;34.45;52.59;51.00;52.28;41.82
USA0059470;NULL;0.33;2.11;2.28;2.06;1.91;2.02
USA0059472;NULL;NULL;14.40;39.84;36.51;35.40;36.41
USA0059473;NULL;NULL;NULL;NULL;3.39;3.69;15.28
USA0059474;NULL;NULL;0.43;39.00;36.66;35.44;36.14
USA0059475;NULL;84.66;1029.20;1054.27;1036.07;1128.86;1077.65
USA0059476;NULL;1.33;3.01;3.06;2.84;2.62;2.86
USA0059477;NULL;0.99;3.57;3.68;3.30;3.35;3.47
USA0059478;NULL;0.37;1.70;1.76;1.72;1.44;1.19
USA0059479;NULL;0.48;1.26;1.29;0.71;0.66;0.44
USA0059480;NULL;0.77;1.47;1.30;0.76;0.96;0.35
USA0059481;NULL;NULL;1.31;4.36;4.55;4.14;3.98
USA0059482;NULL;NULL;0.76;1.37;1.56;0.66;1.01
USA0059483;NULL;NULL;1.18;4.61;4.50;3.88;3.11
USA0059484;NULL;1.58;3.32;3.40;3.45;3.46;3.49
USA0059485;NULL;0.52;1.48;1.50;1.37;1.32;1.35
USA0059486;NULL;NULL;NULL;2.81;10.05;9.21;9.54
USA0059487;NULL;NULL;0.00;6.01;9.82;9.66;9.73
USA0059488;NULL;NULL;NULL;0.00;0.00;7.37;9.62
USA0059489;NULL;1.99;2.29;2.12;1.99;1.76;1.74
USA0059490;NULL;NULL;NULL;NULL;22.83;29.47;28.49
USA0059491;NULL;NULL;NULL;NULL;23.67;30.91;28.43
USA0059492;NULL;NULL;NULL;NULL;21.71;27.90;26.12
USA0059493;NULL;NULL;NULL;NULL;22.20;28.52;28.13
USA0059494;NULL;NULL;NULL;NULL;25.52;31.93;32.02
USA0059495;NULL;3.19;6.21;6.47;5.92;4.14;5.87
USA0059496;NULL;NULL;0.00;39.70;39.96;39.37;39.34
USA0059497;NULL;NULL;2.55;9.94;9.84;9.39;9.46
USA0059498;NULL;NULL;0.99;19.56;19.78;18.50;18.55
USA0059499;NULL;NULL;NULL;2.90;9.39;9.06;9.14
USA0059500;NULL;NULL;4.03;8.49;2.29;8.54;7.78
USA0059501;NULL;NULL;2.96;7.47;2.95;7.97;7.30
USA0059502;NULL;NULL;1.62;8.77;8.92;8.25;8.42
USA0059503;NULL;NULL;NULL;2.39;9.17;8.84;9.05
USA0059504;NULL;NULL;1.51;8.51;8.64;7.70;8.55
USA0059505;NULL;NULL;0.11;8.89;8.93;8.42;8.75
USA0059506;NULL;NULL;0.09;6.00;5.28;5.36;5.63
USA0059507;NULL;NULL;NULL;5.02;5.23;4.82;4.95
USA0059508;NULL;NULL;NULL;9.29;9.45;8.86;8.92
USA0059509;NULL;NULL;NULL;7.60;7.58;7.04;7.05
USA0059510;NULL;NULL;NULL;0.27;8.68;8.35;8.84
USA0059511;NULL;NULL;NULL;0.00;6.55;6.78;6.97
USA0059512;NULL;NULL;NULL;7.48;7.84;7.31;7.03
USA0059513;NULL;NULL;NULL;15.43;33.26;34.28;34.24
USA0059514;NULL;NULL;NULL;NULL;0.35;4.30;7.09
USA0059515;NULL;NULL;NULL;0.00;8.29;8.42;4.48
USA0059516;NULL;NULL;NULL;NULL;0.10;23.01;25.20
USA0059517;NULL;NULL;NULL;0.02;5.56;7.82;8.76
USA0059519;NULL;NULL;0.07;6.47;6.02;5.64;5.97
USA0059520;NULL;NULL;NULL;NULL;NULL;0.43;9.08
USA0059521;NULL;NULL;0.00;7.31;9.46;8.47;8.94
USA0059522;NULL;NULL;NULL;NULL;29.13;36.96;31.79
USA0059523;NULL;NULL;NULL;42.91;148.98;162.13;144.53
USA0059524;NULL;NULL;NULL;NULL;NULL;NULL;45.62
USA0059525;NULL;NULL;NULL;NULL;NULL;NULL;0.88
USA0059526;NULL;NULL;0.03;26.54;27.92;26.31;26.89
USA0059527;NULL;NULL;0.00;45.03;43.99;42.96;34.84
USA0059528;NULL;NULL;NULL;59.11;57.91;57.12;55.28
USA0059529;NULL;4.84;8.60;10.88;11.73;10.94;8.94
USA0059530;NULL;0.03;43.37;45.35;45.10;43.85;35.57
USA0059532;NULL;NULL;NULL;125.68;299.24;297.99;290.09
USA0059533;NULL;NULL;2.98;9.66;2.63;8.94;7.32
USA0059534;NULL;NULL;3.84;9.35;2.75;7.84;6.37
USA0059535;NULL;NULL;4.17;38.67;38.73;37.46;38.19
USA0059536;NULL;NULL;3.20;3.13;3.33;1.22;2.48
USA0059537;NULL;NULL;3.20;3.20;2.25;3.12;2.95
USA0059539;NULL;NULL;2.61;3.15;3.01;2.39;2.91
USA0059540;NULL;NULL;2.63;3.27;3.42;3.32;2.98
USA0059541;NULL;NULL;2.56;3.12;3.05;2.43;2.85
USA0059542;NULL;NULL;NULL;5.78;3.19;5.66;6.46
USA0059543;NULL;2.03;2.02;2.12;1.94;1.79;1.92
USA0059544;NULL;1.36;1.33;1.45;1.30;1.22;1.13
USA0059545;NULL;2.11;2.05;2.39;2.13;1.74;1.39
USA0059546;NULL;1.47;1.53;1.55;1.52;1.38;1.28
USA0059547;NULL;NULL;NULL;433.92;458.91;422.02;450.31
USA0059548;NULL;NULL;16.91;29.70;30.91;30.49;25.27
USA0059549;NULL;NULL;8.64;10.54;11.10;10.65;9.40
USA0059550;NULL;0.04;4.90;NULL;4.76;4.71;4.96
USA0059551;NULL;0.65;5.66;6.40;6.81;6.24;6.35
USA0059552;NULL;0.41;3.03;3.31;3.36;3.59;3.60
USA0059553;NULL;0.96;3.01;4.01;3.61;3.48;3.51
USA0059554;NULL;1.19;3.21;3.92;3.39;3.31;3.35
USA0059555;NULL;NULL;30.65;52.29;50.94;51.43;49.16
USA0059556;NULL;0.50;0.95;11.07;10.50;9.56;9.95
USA0059557;NULL;NULL;NULL;NULL;14.04;30.20;19.63
USA0059558;NULL;0.03;15.36;16.24;16.35;16.29;15.33
USA0059559;NULL;8.19;8.18;9.74;11.65;11.41;11.91
USA0059560;NULL;NULL;1.67;2.58;2.49;2.54;2.46
USA0059561;NULL;0.17;9.62;9.33;8.88;8.96;8.47
USA0059562;NULL;2.84;9.27;9.71;9.82;8.95;8.76
USA0059563;NULL;NULL;3.54;10.14;10.14;9.46;9.61
USA0059564;NULL;0.45;9.56;10.69;10.14;6.81;9.04
USA0059565;NULL;NULL;0.15;9.22;9.56;9.03;8.97
USA0059566;NULL;NULL;7.16;7.69;6.95;6.95;6.97
USA0059567;NULL;NULL;NULL;NULL;9.46;9.10;9.12
USA0059570;NULL;NULL;NULL;0.69;26.54;25.73;26.94
USA0059573;NULL;0.47;1.50;1.62;1.36;1.12;1.42
USA0059574;NULL;22.91;25.47;22.14;32.32;24.71;28.79
USA0059575;NULL;NULL;0.46;8.82;10.27;7.93;9.38
USA0059576;NULL;NULL;NULL;NULL;10.01;9.41;9.67
USA0059577;NULL;NULL;0.06;9.10;9.42;8.45;8.65
USA0059578;NULL;NULL;NULL;0.23;9.85;8.75;9.33
USA0059579;NULL;3.13;3.74;3.88;3.88;3.66;3.66
USA0059581;NULL;0.48;8.86;6.61;8.76;8.53;8.55
USA0059583;NULL;NULL;NULL;5.46;9.37;8.89;8.91
USA0059584;NULL;NULL;NULL;9.15;9.79;10.26;9.50
USA0059586;NULL;NULL;0.30;9.23;9.58;8.77;8.80
USA0059587;NULL;NULL;5.75;5.25;5.54;5.28;5.32
USA0059589;NULL;NULL;NULL;3.40;139.20;131.76;138.00
USA0059591;NULL;NULL;NULL;0.16;9.14;8.70;9.19
USA0059592;NULL;NULL;NULL;0.28;9.50;8.89;9.00
USA0059593;NULL;NULL;NULL;NULL;8.64;9.11;9.46
USA0059595;NULL;NULL;9.77;9.97;9.26;9.01;9.08
USA0059597;NULL;NULL;2.41;4.94;4.45;4.28;4.56
USA0059598;NULL;NULL;1.61;2.11;2.00;1.79;1.90
USA0059599;NULL;NULL;NULL;7.87;35.43;35.20;34.27
USA0059600;NULL;NULL;NULL;10.25;50.80;49.88;50.19
USA0059601;NULL;NULL;0.00;16.66;16.59;15.75;16.71
USA0059603;NULL;NULL;1.91;8.85;9.62;8.94;8.75
USA0059604;NULL;NULL;4.66;8.86;9.06;7.85;8.99
USA0059605;NULL;NULL;5.45;9.03;8.95;8.57;8.53
USA0059606;NULL;NULL;3.29;5.71;5.60;5.30;5.32
USA0059607;NULL;NULL;2.99;52.57;47.74;49.45;45.11
USA0059610;NULL;NULL;15.05;NULL;42.00;46.05;42.59
USA0059611;NULL;NULL;4.44;10.64;11.35;10.66;11.06
USA0059613;NULL;0.00;2.53;1.95;1.66;1.60;1.69
USA0059614;NULL;NULL;NULL;0.25;0.27;0.25;0.29
USA0059618;NULL;NULL;21.12;24.63;24.79;24.83;23.75
USA0059619;NULL;NULL;17.28;19.15;19.98;19.68;19.77
USA0059620;NULL;NULL;5.76;7.30;6.40;7.70;7.21
USA0059621;NULL;NULL;629.92;993.83;950.80;1028.25;995.28
USA0059622;NULL;NULL;NULL;8.43;15.24;18.15;18.67
USA0059623;NULL;0.08;2.72;2.69;2.39;2.28;2.48
USA0059624;NULL;NULL;2.06;2.54;2.45;2.29;2.52
USA0059625;NULL;NULL;2.78;3.37;2.98;3.02;3.16
USA0059626;NULL;NULL;2.24;2.80;2.50;2.39;2.50
USA0059627;NULL;NULL;2.48;4.73;4.36;4.06;4.43
USA0059628;NULL;NULL;1.57;8.39;7.68;7.34;7.88
USA0059629;NULL;NULL;NULL;15.32;245.30;225.04;227.47
USA0059630;NULL;0.04;8.50;8.48;7.90;7.52;7.99
USA0059631;NULL;8.72;13.13;13.58;12.47;11.75;12.34
USA0059632;NULL;NULL;1.81;2.10;2.05;2.02;1.59
USA0059633;NULL;NULL;21.32;56.00;51.07;53.91;53.22
USA0059634;NULL;NULL;2.53;121.50;124.22;123.18;120.77
USA0059635;NULL;0.00;19.44;21.68;20.75;20.29;20.23
USA0059636;NULL;NULL;5.61;5.98;5.44;2.77;5.52
USA0059637;NULL;NULL;35.00;483.94;485.77;459.96;457.39
USA0059638;NULL;NULL;35.25;52.62;52.09;52.63;50.69
USA0059639;NULL;2.99;2.80;1.43;1.59;2.99;1.94
USA0059641;NULL;NULL;NULL;6.82;9.11;8.74;9.22
