id_plant;generation_2013_gwh;generation_2014_gwh;generation_2015_gwh;generation_2016_gwh;generation_2017_gwh;generation_2018_gwh;generation_2019_gwh
BRA0028200;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028202;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028203;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028204;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028206;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028209;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028210;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028213;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028217;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028218;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028219;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028221;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028225;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028227;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028230;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028231;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028232;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028236;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028237;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028238;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028240;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028241;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028242;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028246;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028247;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028276;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028324;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028325;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028326;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028328;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028333;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028334;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028336;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028337;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028338;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028339;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028344;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028347;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028350;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028352;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028353;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028354;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028355;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028357;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028358;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028360;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028361;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028373;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028374;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028375;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028377;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028378;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028380;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028383;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028388;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028392;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028393;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028395;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028401;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028402;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028424;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028425;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028430;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028431;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028440;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028441;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028443;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028444;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028446;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028447;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028452;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028457;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028458;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028459;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028460;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028461;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028462;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028478;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028479;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028480;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028481;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028482;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028488;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028500;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028503;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028515;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028516;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028528;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028529;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028530;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028531;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028532;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028533;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028534;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028535;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028536;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028537;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028538;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028539;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028541;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028542;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028543;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028546;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028557;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028558;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028562;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028564;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028565;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028567;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028572;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028577;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028578;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028579;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028580;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028584;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028586;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028588;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028596;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028600;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028601;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028604;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028605;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028607;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028608;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028609;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028612;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028615;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028620;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028630;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028631;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028642;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028648;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028649;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028651;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028652;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028653;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028655;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028660;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028663;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028666;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028668;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028670;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028671;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028672;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028673;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028674;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028683;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028691;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028692;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028694;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028696;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028699;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028700;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028706;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028707;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028712;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028715;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028724;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028725;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028726;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028730;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028731;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028734;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028737;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028738;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028739;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028744;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028747;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028748;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028750;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028752;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028753;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028754;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028755;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028756;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028757;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028758;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028760;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028761;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028770;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028771;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028772;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028773;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028774;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028779;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028780;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028782;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028783;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028787;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028788;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028793;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028796;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028798;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028800;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028801;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028802;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028803;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028804;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028805;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028806;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028807;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028810;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028811;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028815;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028817;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028819;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028820;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028821;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028822;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028823;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028825;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028826;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028829;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028830;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028831;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028832;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028834;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028835;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028836;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028837;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028838;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028840;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028842;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028844;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028845;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028846;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028848;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028849;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028850;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028852;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028853;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028855;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028857;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028858;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028863;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028864;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028866;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028868;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028872;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028883;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028884;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028887;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028893;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028897;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028899;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028909;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028914;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028916;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028917;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028918;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028919;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028922;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028923;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028924;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028930;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028931;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028933;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028934;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028938;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028942;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028947;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028957;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028960;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028961;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028963;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028966;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028967;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028968;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028969;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028971;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028975;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028978;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028979;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028981;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028985;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028986;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028987;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028988;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028990;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028991;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028994;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028995;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028996;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028997;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0028999;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029001;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029002;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029004;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029011;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029013;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029014;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029015;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029019;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029020;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029023;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029037;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029041;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029048;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029049;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029050;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029051;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029052;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029053;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029054;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029055;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029056;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029057;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029058;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029059;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029060;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029062;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029063;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029065;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029066;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029067;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029069;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029070;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029071;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029072;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029074;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029075;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029076;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029077;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029083;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029084;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029085;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029086;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029087;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029088;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029089;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029090;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029091;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029092;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029104;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029106;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029111;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029112;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029114;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029115;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029118;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029122;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029131;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029136;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029137;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029138;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029139;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029140;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029141;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029142;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029144;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029145;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029147;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029148;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029150;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029151;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029152;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029153;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029154;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029156;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029159;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029161;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029162;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029163;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029165;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029168;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029173;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029180;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029184;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029185;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029189;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029192;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029193;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029196;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029199;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029201;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029202;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029205;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029211;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029212;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029215;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029217;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029218;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029222;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029225;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029228;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029230;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029236;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029237;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029242;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029244;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029245;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029246;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029262;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029268;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BRA0029270;NULL;NULL;NULL;NULL;NULL;NULL;NULL
