id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
GBR0000638;GBR;Dogsthorpe South Landfill Site 2;NULL;Waste;1.40;52.602.000;-0.221400
GBR0000639;GBR;Avondale;NULL;Waste;4.00;55.905.000;-3.945.000
GBR0000640;GBR;Springfield Farm;NULL;Waste;1.40;51.582.400;-0.557500
GBR0000641;GBR;Danes Moss Landfill Site (Extension);NULL;Waste;2.00;53.240.400;-2.145.300
GBR0000642;GBR;Sands Farm Quarry Landfill Site;NULL;Waste;3.50;51.438.900;-1.978.400
GBR0000644;GBR;Squabb Wood;NULL;Waste;1.00;50.991.900;-1.524.100
GBR0000646;GBR;Wooton;NULL;Waste;2.00;52.192.500;-0.888100
GBR0000647;GBR;Clifton Hall;NULL;Waste;1.00;53.520.700;-2.314.600
GBR0000648;GBR;Chapman's Well;NULL;Waste;1.00;54.851.800;-1.732.000
GBR0000649;GBR;Mark's Quarry;NULL;Waste;1.00;54.812.400;-1.511.400
GBR0000650;GBR;Former Pluckley Landfill Site;NULL;Waste;1.00;51.177.200;0.755300
GBR0000651;GBR;Horncliffe Quarry (Extension);NULL;Waste;1.00;53.684.200;-2.294.700
GBR0000652;GBR;Skibeden;NULL;Waste;2.00;53.970.500;-1.981.000
GBR0000653;GBR;Ugley;NULL;Waste;1.10;51.934.100;0.216800
GBR0000654;GBR;Waresley Landfill Site;NULL;Waste;1.60;52.334.400;-2.215.300
GBR0000655;GBR;Whiteparish;NULL;Waste;1.10;51.019.500;-1.694.900
GBR0000656;GBR;Broockhurst Wood;NULL;Waste;2.00;51.089.200;-0.352200
GBR0000657;GBR;Bromborough Dock;NULL;Waste;3.70;53.348.000;-2.980.600
GBR0000658;GBR;Maw Green Landfill Site  Cheshire (Extension);NULL;Waste;2.00;53.113.900;-2.422.800
GBR0000659;GBR;Gowy Landfill Site  Cheshire (Extension);NULL;Waste;6.00;53.237.600;-2.831.500
GBR0000660;GBR;PG4 St Bedes Power Generation (Extension);NULL;Waste;2.00;54.890.800;-1.588.400
GBR0000661;GBR;Sutton Landfill Site;NULL;Waste;3.00;53.125.900;-1.281.900
GBR0000663;GBR;PG4 St Bedes Power Generation (Extension 2);NULL;Waste;1.00;54.890.800;-1.585.300
GBR0000664;GBR;Arlesey Landfill Site;NULL;Waste;1.10;52.001.700;-0.276700
GBR0000665;GBR;Brynpica Landfill Site;NULL;Waste;2.70;51.657.900;-3.483.200
GBR0000667;GBR;Southleigh Landfill;NULL;Waste;3.50;50.867.800;-0.952600
GBR0000668;GBR;Heathfield 'A' Landfill;NULL;Waste;2.00;50.699.200;-3.558.900
GBR0000669;GBR;Ongar Landfill Scheme;NULL;Waste;1.00;51.698.200;0.259500
GBR0000670;GBR;PG2 Bolam Power Generator (Extension);NULL;Waste;1.10;54.602.700;-1.705.900
GBR0000671;GBR;Garlaff Landfill (Extension);NULL;Waste;3.00;55.429.700;-4.304.100
GBR0000672;GBR;Milton Landfill Site;NULL;Waste;2.00;52.240.600;0.156100
GBR0000673;GBR;Risley Sets 13 & 14;NULL;Waste;2.10;53.435.400;-2.505.700
GBR0000674;GBR;Path Head;NULL;Waste;1.00;54.964.800;-1.728.100
GBR0000675;GBR;Oatslie Landfill Gas;NULL;Waste;2.00;55.855.600;-3.164.500
GBR0000678;GBR;Weston Landfill Site;NULL;Waste;2.00;52.224.400;-1.019.400
GBR0000679;GBR;West Mill;NULL;Waste;2.50;51.883.600;0.241700
GBR0000680;GBR;Skelton Grange Landfill;NULL;Waste;5.20;53.770.500;-1.446.200
GBR0000681;GBR;Houghton-le-Spring Landfill Site;NULL;Waste;3.00;54.843.800;-1.451.500
GBR0000682;GBR;Barkip Landfill Site;NULL;Waste;1.20;55.718.100;-4.718.600
GBR0000683;GBR;Lochhead;NULL;Waste;2.00;56.098.500;-3.472.400
GBR0000684;GBR;Cottonmount Quarry;NULL;Waste;3.20;54.682.000;-6.017.100
GBR0000686;GBR;Kaimes Landfill Site;NULL;Waste;2.40;55.883.700;-3.395.600
GBR0000687;GBR;Greengairs Landfill Scheme Phase VI;NULL;Waste;2.20;55.905.000;-3.945.000
GBR0000688;GBR;Auchencarroch Landfill;NULL;Waste;2.10;55.996.800;-4.533.400
GBR0000689;GBR;Greenoakhill;NULL;Waste;3.90;55.839.000;-4.131.800
GBR0000690;GBR;Garlaff Landfill;NULL;Waste;1.30;55.429.700;-4.304.100
GBR0000691;GBR;Tarbothill Landfill Site;NULL;Waste;2.20;57.212.200;-2.074.500
GBR0000692;GBR;Greengairs Landfill Scheme Phase III;NULL;Waste;2.00;55.905.000;-3.945.000
GBR0000693;GBR;Greengairs Landfill Scheme Phase IV;NULL;Waste;2.00;55.905.000;-3.945.000
GBR0000694;GBR;Greengairs Landfill Scheme Phase I;NULL;Waste;1.90;55.815.200;-3.940.500
GBR0000695;GBR;Greengairs Landfill Scheme Phase II;NULL;Waste;1.90;55.905.000;-3.945.000
GBR0000696;GBR;West Quarry;NULL;Waste;4.50;53.581.700;-2.723.500
GBR0000697;GBR;Lower Melville Wood;NULL;Waste;1.00;56.292.600;-3.132.500
GBR0000698;GBR;Bennett Bank Landfill Site (lfg);NULL;Waste;2.20;54.160.300;-3.203.700
GBR0000699;GBR;Efford Landfill (Newmilton);NULL;Waste;2.80;50.757.700;-1.668.200
GBR0000701;GBR;Betton Abbots;NULL;Waste;1.30;52.670.200;-2.720.100
GBR0000702;GBR;Burnhills Landfill Scheme (L4);NULL;Waste;1.50;54.956.000;-1.757.900
GBR0000704;GBR;Brenkley Landfill;NULL;Waste;1.90;55.069.000;-1.674.300
GBR0000705;GBR;Burnhills Landfill (L5);NULL;Waste;3.80;54.956.000;-1.757.900
GBR0000706;GBR;Clifton Marsh Energy;NULL;Waste;3.30;53.752.000;-2.803.700
GBR0000707;GBR;Ulnes Walton Energy;NULL;Waste;1.30;53.676.700;-2.767.500
GBR0000708;GBR;Jameson Road;NULL;Waste;4.30;53.903.200;-3.016.700
GBR0000709;GBR;Scouthead Power Plant;NULL;Waste;2.90;53.555.100;-2.039.200
GBR0000710;GBR;Runfold Landfill;NULL;Waste;1.20;51.218.400;-0.762800
GBR0000711;GBR;Narborough Landfill;NULL;Waste;2.70;52.572.800;-1.226.800
GBR0000712;GBR;Lount/Smoile;NULL;Waste;1.10;52.764.600;-1.435.300
GBR0000713;GBR;Sidegate Lane;NULL;Waste;2.40;52.323.100;-0.656000
GBR0000714;GBR;Godmanchester;NULL;Waste;3.00;52.322.700;-0.157100
GBR0000715;GBR;Binn Landfill;NULL;Waste;1.90;56.310.300;-3.333.500
GBR0000716;GBR;Auchinlea Landfill Site;NULL;Waste;2.30;55.809.600;-3.900.400
GBR0000717;GBR;Ufton;NULL;Waste;1.00;52.247.700;-1.443.400
GBR0000718;GBR;Wilnecote Landfill Site;NULL;Waste;1.00;52.601.900;-1.684.000
GBR0000719;GBR;Pebsham;NULL;Waste;3.00;50.853.300;0.520400
GBR0000720;GBR;Redhill 2;NULL;Waste;3.00;51.235.400;-0.146400
GBR0000721;GBR;Shakespeare Farm Landfill Site;NULL;Waste;1.00;51.463.800;0.611500
GBR0000722;GBR;Harn Hill Quarry Landfill Site;NULL;Waste;2.60;51.589.400;-2.593.200
GBR0000723;GBR;Beacon Hill;NULL;Waste;3.00;50.754.600;-2.029.700
GBR0000724;GBR;Patteson Court Landfill Site;NULL;Waste;1.80;51.243.500;-0.149000
GBR0000725;GBR;Rainham Landfill Scheme  Phase I;NULL;Waste;3.90;51.490.300;0.193800
GBR0000726;GBR;South Cathkin Landfill Site;NULL;Waste;7.40;55.791.200;-4.194.600
GBR0000727;GBR;Connon Bridge Landfill Gas Project;NULL;Waste;5.20;50.434.400;-4.550.000
GBR0000728;GBR;Mayton Wood Landfill Site;NULL;Waste;1.50;52.738.100;1.325.600
GBR0000729;GBR;Blackborough End Landfill Site;NULL;Waste;1.50;52.703.200;0.473200
GBR0000730;GBR;Whinney Hill Waste Disposal Site;NULL;Waste;1.20;53.768.500;-2.371.700
GBR0000731;GBR;Queen's Park Road Energy;NULL;Waste;1.80;53.797.000;-2.227.800
GBR0000732;GBR;Chelson Meadow 2;NULL;Waste;1.40;50.370.900;-4.116.100
GBR0000733;GBR;Costessey Landfill Gas Project 2;NULL;Waste;2.00;52.651.400;1.194.000
GBR0000734;GBR;Summerston Landfill;NULL;Waste;2.80;55.917.400;-4.273.700
GBR0000735;GBR;Barling Hall Farm;NULL;Waste;2.40;51.580.100;0.792800
GBR0000736;GBR;Bellhouse South;NULL;Waste;3.90;51.864.300;0.829300
GBR0000737;GBR;Mucking Gas 3 Landfill Scheme;NULL;Waste;3.90;51.493.900;0.424400
GBR0000738;GBR;Sidegate Lane Landfill Site;NULL;Waste;1.30;52.323.200;-0.658900
GBR0000739;GBR;Mucking Gas 2 Landfill Scheme;NULL;Waste;3.80;51.493.900;0.424400
GBR0000740;GBR;Heathfield 'C' Landfill Scheme;NULL;Waste;2.20;50.574.400;-3.609.900
GBR0000741;GBR;Lincoln Landfill Scheme;NULL;Waste;2.00;53.197.400;-0.609300
GBR0000742;GBR;Bretby Power;NULL;Waste;1.60;52.786.700;-1.584.800
GBR0000743;GBR;Bootham Lane Landfill;NULL;Waste;2.70;53.589.700;-1.008.900
GBR0000744;GBR;Peckfield Quarry Landfill Scheme;NULL;Waste;3.90;53.782.500;-1.341.300
GBR0000745;GBR;Horncliffe Quarry;NULL;Waste;1.00;53.684.200;-2.294.700
GBR0000746;GBR;Dunlop Landfill Gas Scheme;NULL;Waste;2.40;55.731.900;-4.476.300
GBR0000747;GBR;Bonnyrigg;NULL;Waste;2.20;55.886.500;-3.125.500
GBR0000748;GBR;Salt Ayre;NULL;Waste;4.00;54.055.600;-2.834.000
GBR0000749;GBR;Mountsorrel Landfill Site;NULL;Waste;1.60;52.729.600;-1.155.900
GBR0000750;GBR;Fairoak Landfill;NULL;Waste;1.50;50.963.200;-1.282.300
GBR0000752;GBR;Boston Landfill Scheme;NULL;Waste;1.30;52.952.200;0.005000
GBR0000753;GBR;Trumps Farm Landfill Scheme;NULL;Waste;2.90;51.385.300;-0.573000
GBR0000754;GBR;High Heavens Landfill;NULL;Waste;1.90;51.600.900;-0.798700
GBR0000756;GBR;Docksway Landfill Scheme;NULL;Waste;2.00;51.562.300;-3.004.000
GBR0000757;GBR;Cranford;NULL;Waste;1.10;52.375.900;-0.633800
GBR0000758;GBR;Ling Hall 1;NULL;Waste;3.00;52.351.400;-1.342.200
GBR0000759;GBR;Wapsey's Wood III;NULL;Waste;1.00;51.589.600;-0.595400
GBR0000760;GBR;Greengairs Landfill Scheme Phase V;NULL;Waste;2.20;55.905.000;-3.945.000
GBR0000761;GBR;Seamer Carr;NULL;Waste;1.30;54.226.900;-0.416900
GBR0000762;GBR;Harewood Whin Landfill Site;NULL;Waste;2.40;53.957.600;-1.172.400
GBR0000763;GBR;Lochhead Landfill Scheme;NULL;Waste;2.00;56.647.000;-2.840.800
GBR0000765;GBR;Staveley Power;NULL;Waste;2.10;53.273.900;-1.361.200
GBR0000767;GBR;Albury Landfill;NULL;Waste;1.50;51.224.200;-0.490600
GBR0000769;GBR;Trecatti;NULL;Waste;7.00;51.743.100;-3.281.400
GBR0000770;GBR;Gallymoor Landfill;NULL;Waste;2.90;53.845.900;-0.726200
GBR0000772;GBR;Meadow Hall Power;NULL;Waste;1.10;53.426.000;-1.407.000
GBR0000773;GBR;Craigahulliar Landfill Gas;NULL;Waste;1.00;55.196.500;-6.610.600
GBR0000774;GBR;Arlesey Landfill Gas (Extension);NULL;Waste;2.30;52.003.000;-0.270300
GBR0000775;GBR;Wapsey's Wood;NULL;Waste;7.50;51.590.200;-0.596300
GBR0000777;GBR;Standen Heath;NULL;Waste;1.50;50.691.500;-1.359.500
GBR0000778;GBR;Risley;NULL;Waste;2.00;53.437.600;-2.502.400
GBR0000779;GBR;Hitchin;NULL;Waste;1.50;51.976.900;-0.298000
GBR0000782;GBR;Pebsham (Extension);NULL;Waste;1.00;50.853.300;0.520400
GBR0000783;GBR;Arden Quarry Landfill;NULL;Waste;3.10;53.371.800;-1.968.100
GBR0000784;GBR;Capel Landfill;NULL;Waste;1.00;51.138.500;-0.325000
GBR0000785;GBR;Folly Lane;NULL;Waste;1.00;52.722.700;0.922400
GBR0000786;GBR;Auchencarroch Landfill Extension;NULL;Waste;2.00;55.997.200;-4.532.600
GBR0000787;GBR;Rigby Landfill;NULL;Waste;3.00;53.609.800;-2.617.800
GBR0000788;GBR;Stoneyhill Landfill Site;NULL;Waste;4.30;57.459.000;-1.872.400
GBR0000790;GBR;Norlands Lane Landfill Site (Extension);NULL;Waste;4.00;51.411.500;-0.513900
GBR0000791;GBR;Roxwell Landfill Scheme;NULL;Waste;1.30;51.763.100;0.405500
GBR0000792;GBR;Kirkless Power;NULL;Waste;2.10;53.547.400;-2.590.100
GBR0000793;GBR;Dunbar Power Plant;NULL;Waste;14.00;55.974.700;-2.460.400
GBR0000794;GBR;Dunbar;NULL;Waste;2.20;55.972.500;-2.456.600
GBR0000795;GBR;Whitehead Landfill;NULL;Waste;5.30;53.491.800;-2.449.100
GBR0000797;GBR;Colnbrook Landfill;NULL;Waste;1.90;51.489.000;-0.528000
GBR0000798;GBR;Dorket Head;NULL;Waste;2.80;53.021.500;-1.114.400
GBR0000799;GBR;Drummond Moor Landfill;NULL;Waste;2.00;55.882.200;-3.077.400
GBR0000800;GBR;Netley Landfill Site  Hampshire (Extension);NULL;Waste;1.20;50.889.400;-1.337.400
GBR0000801;GBR;Pitsea Landfill Scheme;NULL;Waste;11.60;51.537.000;0.510400
GBR0000802;GBR;PwllfaWatkin Landfill Gas Site;NULL;Waste;3.20;51.735.500;-3.860.200
GBR0000803;GBR;Scorton;NULL;Waste;1.00;54.399.300;-1.608.700
GBR0000813;GBR;Dudley EfW;NULL;Waste;7.40;52.499.800;-2.085.400
GBR0000814;GBR;Wolverhampton EfW;NULL;Waste;8.00;52.596.900;-2.125.000
GBR0000815;GBR;Stoke-on-Trent EfW;NULL;Waste;14.20;52.988.700;-2.183.200
GBR0000816;GBR;Tyseley ERF;NULL;Waste;30.00;52.455.700;-1.849.900
GBR0000817;GBR;Haverton Hill Incinerator;NULL;Waste;20.10;54.594.500;-1.260.200
GBR0000831;GBR;Fibrepower  Slough;NULL;Waste;50.00;51.524.400;-0.627700
GBR0000834;GBR;Chineham ERF;NULL;Waste;8.00;51.292.000;-1.037.700
GBR0000835;GBR;Marchwood ERF;NULL;Waste;16.00;50.898.100;-1.455.300
GBR0000843;GBR;Vine Street EfW;NULL;Waste;9.50;53.656.500;-1.777.500
GBR0000850;GBR;Newlincs EfW;NULL;Waste;3.20;53.601.900;-0.163800
GBR0000857;GBR;Trackwork Limited (EfW);NULL;Waste;3.00;53.577.900;-1.068.500
GBR0000859;GBR;Riverside Resource Recovery Facility (RRRF);NULL;Waste;72.00;51.468.300;0.117800
GBR0000865;GBR;Lakeside EfW;NULL;Waste;37.00;51.487.200;-0.525100
GBR0000874;GBR;Baldovie;NULL;Waste;8.30;56.486.700;-2.902.800
GBR0000886;GBR;Allington EFW;NULL;Waste;51.00;51.286.500;0.490400
GBR0000895;GBR;Coventry;NULL;Waste;4.50;52.396.200;-1.491.500
GBR0000897;GBR;Ardwick Railway Goods Yard Incinerator (Newhaven EFW Plant);NULL;Waste;33.50;53.474.000;-2.207.900
GBR0000898;GBR;Bolton EfW;NULL;Waste;8.00;53.567.000;-2.407.600
GBR0000899;GBR;North Quay ERF;NULL;Waste;18.30;50.796.100;0.094400
GBR0000903;GBR;Sheffield ERF;NULL;Waste;19.30;53.386.700;-1.448.200
GBR0000905;GBR;Peterborough EfW;NULL;Waste;7.30;52.575.200;-0.206200
GBR0000910;GBR;Battlefield EfW;NULL;Waste;8.00;52.742.600;-2.727.200
GBR0000911;GBR;Four Ashes EfW;NULL;Waste;23.00;52.674.000;-2.117.700
GBR0000912;GBR;Salford Refuse Treatment Plant (AD);NULL;Biomass;2.00;53.495.300;-2.287.300
GBR0000914;GBR;Cornwall ERC;NULL;Waste;20.00;50.372.500;-4.889.400
GBR0000915;GBR;Avonmouth;NULL;Biomass;6.50;51.509.700;-2.690.800
GBR0000918;GBR;Severnside Energy Recovery Centre;NULL;Waste;32.00;51.540.600;-2.655.300
GBR0000922;GBR;Trident Park;NULL;Waste;30.00;51.472.600;-3.150.600
GBR0000924;GBR;Lincoln EFW;NULL;Waste;16.40;53.199.200;-0.607100
GBR0000925;GBR;North East Energy Recovery Centre (adjacent to Teesside EfW);NULL;Waste;21.00;54.596.900;-1.258.300
GBR0000930;GBR;Wilton 11 EfW;NULL;Waste;49.00;54.567.400;-1.096.700
GBR0000932;GBR;Runcorn EfW;NULL;Waste;81.00;53.325.700;-2.752.400
GBR0000935;GBR;Cross Green ERF;NULL;Waste;11.60;53.788.200;-1.503.600
GBR0000939;GBR;Exeter EfW;NULL;Waste;3.50;50.703.500;-3.522.200
GBR0000941;GBR;North Yard EfW;NULL;Waste;22.50;50.397.100;-4.184.900
GBR0000950;GBR;Oldbury;NULL;Biomass;40.00;52.516.900;-2.028.800
GBR0000962;GBR;Ardley EfW;NULL;Waste;26.00;51.881.300;-1.230.400
GBR0000968;GBR;Greatmoor EfW;NULL;Waste;22.00;51.914.300;-0.998900
GBR0000986;GBR;Twinwoods Heat & Power CHP;NULL;Waste;3.40;52.192.600;-0.491100
GBR0000997;GBR;Great Blakenham EfW;NULL;Waste;20.00;52.103.900;1.098.400
GBR0001005;GBR;EnviRecover;NULL;Waste;15.50;52.326.400;-2.213.100
GBR0001010;GBR;Birmingham Bio-Power Plant;NULL;Biomass;10.30;52.462.400;-1.841.700
GBR0001014;GBR;Avonmouth Low Carbon Energy Facility - Phase 2;NULL;Biomass;6.50;51.509.700;-2.690.800
GBR0001015;GBR;Fawley Waste to Energy Plant;NULL;Waste;8.60;50.848.500;-1.379.600
GBR0001017;GBR;Portsmouth ERF;NULL;Waste;14.00;50.822.000;-1.054.200
GBR0001018;GBR;Fen Farm Solar Park;NULL;Solar;1.00;53.423.300;0.069000
GBR0001019;GBR;Manor Farm Eggington;NULL;Solar;4.99;50.337.100;-4.836.300
GBR0001020;GBR;Nanterrow Farm;NULL;Solar;4.70;50.217.900;-5.368.100
GBR0001021;GBR;Howton;NULL;Solar;5.00;50.442.400;-4.282.000
GBR0001022;GBR;East Langford Farm;NULL;Solar;5.00;50.870.100;-4.427.100
GBR0001023;GBR;Trevemper;NULL;Solar;1.70;50.394.900;-5.069.300
GBR0001024;GBR;Chester Energy (East Woolley Farm);NULL;Solar;5.00;50.923.500;-4.486.300
GBR0001028;GBR;Chynoweth Farm;NULL;Solar;2.90;50.304.500;-5.081.500
GBR0001029;GBR;Carlton Farm Solar farm;NULL;Solar;5.00;52.804.800;1.398.700
GBR0001032;GBR;Wheal Jane;NULL;Solar;1.42;50.237.600;-5.122.800
GBR0001034;GBR;Cantelupe Solar Farm;NULL;Solar;5.00;52.172.100;0.067300
GBR0001035;GBR;Benbole;NULL;Solar;1.74;50.540.100;-4.782.600
GBR0001039;GBR;Langage Solar Farm;NULL;Solar;5.00;50.389.100;-4.008.900
GBR0001040;GBR;Grange Solar Farm;NULL;Solar;4.60;53.028.200;-0.814500
GBR0001041;GBR;Ebbsfleet Farm Solar Farm;NULL;Solar;4.90;51.315.700;1.345.800
GBR0001042;GBR;Westcott Venture Park Phase 2 & 3;NULL;Solar;1.30;51.845.400;-0.955700
GBR0001046;GBR;Summerway Drove;NULL;Solar;2.00;51.122.700;-2.965.700
GBR0001047;GBR;Puriton;NULL;Solar;4.57;51.175.700;-2.967.500
GBR0001048;GBR;Toyota Solar Farm;NULL;Solar;4.60;52.877.100;-1.574.600
GBR0001049;GBR;Long Sutton Butterfly And Wildlife Park;NULL;Solar;1.70;52.790.000;0.134800
GBR0001050;GBR;Long Sutton Butterfly And Wildlife Park (extension);NULL;Solar;1.00;52.790.400;0.135900
GBR0001053;GBR;Springhill Solar Park (Northwick);NULL;Solar;5.00;52.018.800;-1.802.500
GBR0001054;GBR;Westmill Farm - PV;NULL;Solar;5.00;51.618.800;-1.644.000
GBR0001055;GBR;Rhosygilwen Solar Farm;NULL;Solar;1.00;52.035.200;-4.621.200
GBR0001056;GBR;Llancayo Solar Farm;NULL;Solar;3.90;51.722.700;-2.916.500
GBR0001058;GBR;Shacks Barn Solar Farm;NULL;Solar;5.00;52.102.100;-1.004.900
GBR0001059;GBR;Carines Farm Solar Array;NULL;Solar;1.00;50.383.300;-5.111.100
GBR0001060;GBR;Trigon Solar Farm;NULL;Solar;7.00;50.710.800;-2.173.900
GBR0001062;GBR;Chittering;NULL;Solar;4.99;52.315.200;0.217700
GBR0001064;GBR;Tredinnick Fields;NULL;Solar;5.80;50.406.700;-4.758.200
GBR0001065;GBR;Summercourt Solar Farm (Glebe Farm);NULL;Solar;1.10;50.373.400;-4.957.900
GBR0001067;GBR;Higher Trevartha Farm;NULL;Solar;3.00;50.451.700;-4.428.100
GBR0001070;GBR;Beechgrove Farm;NULL;Solar;4.00;50.790.400;-2.922.600
GBR0001076;GBR;PARK WOOD SOLAR FARM;NULL;Solar;5.00;51.105.200;-2.672.800
GBR0001078;GBR;Promens;NULL;Solar;1.65;52.437.500;1.595.700
GBR0001079;GBR;Malmesbury Solar;NULL;Solar;5.00;51.624.300;-2.108.900
GBR0001080;GBR;Trefullock Solar Farm;NULL;Solar;5.00;50.366.600;-4.956.500
GBR0001081;GBR;Lower Coombe Farm Solar;NULL;Solar;1.00;50.885.200;-2.831.100
GBR0001082;GBR;Durrants Farm Solar;NULL;Solar;4.50;50.709.900;-1.366.400
GBR0001084;GBR;Dunsfold;NULL;Solar;2.00;51.119.300;-0.544800
GBR0001085;GBR;Alan Bartlett & Sons Solar;NULL;Solar;1.20;52.451.100;0.037900
GBR0001086;GBR;Tavells Lane Solar Farm;NULL;Solar;5.30;50.894.100;-1.458.500
GBR0001088;GBR;LITTLE TREVEASE SOLAR PARK;NULL;Solar;5.30;50.142.100;-5.193.500
GBR0001089;GBR;Cobbs Cross Solar Park;NULL;Solar;5.00;51.112.400;-3.037.100
GBR0001090;GBR;NOTTINGTON LANE SOLAR FARM;NULL;Solar;5.00;50.643.300;-2.506.300
GBR0001091;GBR;RUDGE FARM SOLAR FARM;NULL;Solar;7.00;51.420.400;-1.606.700
GBR0001094;GBR;CRINACOTT SOLAR FARM (Pyworthy);NULL;Solar;6.70;50.790.400;-4.401.400
GBR0001095;GBR;Chawton Farm Solar Farm;NULL;Solar;3.20;50.735.000;-1.302.000
GBR0001096;GBR;VENTNOR ROAD SOLAR PARK;NULL;Solar;4.80;50.642.000;-1.204.300
GBR0001097;GBR;ROOKERY FARM SOLAR FARM;NULL;Solar;5.30;52.318.400;-0.383100
GBR0001098;GBR;Little White Alice Solar Park;NULL;Solar;1.30;50.170.700;-5.225.300
GBR0001103;GBR;Park Wall Solar Park;NULL;Solar;5.00;51.119.500;-2.971.000
GBR0001108;GBR;SPD 2 Hall Farm;NULL;Solar;14.91;52.497.600;1.309.200
GBR0001128;GBR;Oulton Airfield Solar Farm (Phase 1);NULL;Solar;5.00;52.797.500;1.183.900
GBR0001157;GBR;Chalcroft Solar Park;NULL;Solar;6.30;50.949.400;-1.307.900
GBR0001158;GBR;Bradford Solar Park;NULL;Solar;5.30;50.780.700;-4.441.500
GBR0001160;GBR;Lower Coombe Farm (Bean Field);NULL;Solar;1.00;50.883.200;-2.837.900
GBR0001161;GBR;Ffos Las;NULL;Solar;5.00;51.725.000;-4.238.600
GBR0001163;GBR;Woodforde Farm;NULL;Solar;9.00;52.698.000;1.090.000
GBR0001165;GBR;Kingston Farm;NULL;Solar;5.00;51.346.600;-2.244.200
GBR0001166;GBR;Spriggs Farm;NULL;Solar;12.00;51.967.100;0.368600
GBR0001169;GBR;Rotherdale Farm;NULL;Solar;5.00;52.152.500;-2.046.500
GBR0001171;GBR;Turves Solar Farm (Resubmission);NULL;Solar;5.00;52.530.300;-0.026200
GBR0001173;GBR;Rexton Cross;NULL;Solar;2.00;50.675.500;-4.246.600
GBR0001176;GBR;Hatchlands Farm;NULL;Solar;5.20;50.423.600;-3.784.900
GBR0001184;GBR;Land At Potash Farm;NULL;Solar;7.00;52.016.700;-0.864100
GBR0001198;GBR;Upper Clayhill;NULL;Solar;4.75;50.915.900;0.055400
GBR0001203;GBR;Towerbrook Farm (Banwell Solar Farm);NULL;Solar;7.20;51.331.500;-2.854.700
GBR0001208;GBR;Twin Elm Solar Farm;NULL;Solar;1.00;51.358.000;-2.795.900
GBR0001223;GBR;Hardingham Solar Farm;NULL;Solar;14.80;52.604.100;1.035.100
GBR0001226;GBR;Hollamoor Farm (PV);NULL;Solar;2.00;51.050.600;-4.074.400
